order_id,product_id,user_id,order_date,return_date,product_category,product_price,order_quantity,return_reason,return_status,days_to_return,user_age,user_gender,user_location,payment_method,shipping_method,discount_applied
ORD00002219,PROD00002219,USER00002219,2024-02-21,2023-04-10,Toys,172.34,3,Not as described,Returned,-317.0,26,Female,City39,PayPal,Next-Day,27.1
ORD00002220,PROD00002220,USER00002220,2024-12-26,2023-07-16,Electronics,49.04,4,Wrong item,Returned,-529.0,70,Female,City44,Gift Card,Standard,7.34
ORD00002221,PROD00002221,USER00002221,2023-05-20,2024-09-08,Toys,260.33,3,Wrong item,Returned,477.0,20,Female,City79,Gift Card,Next-Day,29.37
ORD00002222,PROD00002222,USER00002222,2024-04-07,2023-04-07,Clothing,182.51,1,Defective,Returned,-366.0,65,Male,City59,Debit Card,Next-Day,13.08
ORD00002223,PROD00002223,USER00002223,2023-06-26,2024-02-13,Books,445.28,5,Wrong item,Returned,232.0,64,Female,City12,Debit Card,Express,10.22
ORD00002231,PROD00002231,USER00002231,2024-07-16,2023-11-21,Books,474.92,3,Changed mind,Returned,-238.0,65,Male,City20,Credit Card,Express,38.47
ORD00002232,PROD00002232,USER00002232,2023-08-14,2023-06-03,Books,103.36,1,Defective,Returned,-72.0,26,Female,City78,Debit Card,Next-Day,18.81
ORD00002234,PROD00002234,USER00002234,2023-01-22,2023-06-10,Clothing,457.37,4,Changed mind,Returned,139.0,25,Female,City93,Credit Card,Standard,13.73
ORD00002239,PROD00002239,USER00002239,2024-10-26,2023-09-08,Clothing,27.57,5,Defective,Returned,-414.0,69,Female,City32,Gift Card,Next-Day,37.9
ORD00002240,PROD00002240,USER00002240,2023-04-26,2024-04-26,Toys,169.17,2,Wrong item,Returned,366.0,30,Female,City38,Credit Card,Next-Day,26.13
ORD00002242,PROD00002242,USER00002242,2023-10-17,2024-09-12,Clothing,49.36,1,Defective,Returned,331.0,29,Female,City84,PayPal,Standard,6.76
ORD00002243,PROD00002243,USER00002243,2024-07-30,2023-09-23,Electronics,277.98,3,Not as described,Returned,-311.0,21,Female,City28,Credit Card,Next-Day,13.18
ORD00002244,PROD00002244,USER00002244,2024-01-21,2023-10-05,Electronics,28.91,2,Not as described,Returned,-108.0,56,Female,City68,Credit Card,Standard,2.59
ORD00002248,PROD00002248,USER00002248,2023-07-28,2023-11-02,Electronics,251.82,5,Changed mind,Returned,97.0,25,Male,City32,Gift Card,Express,40.12
ORD00002250,PROD00002250,USER00002250,2023-07-19,2023-04-19,Clothing,43.24,4,Wrong item,Returned,-91.0,57,Female,City24,Credit Card,Standard,11.69
ORD00002253,PROD00002253,USER00002253,2023-11-29,2024-06-01,Books,329.21,1,Changed mind,Returned,185.0,52,Female,City100,Credit Card,Express,13.08
ORD00002258,PROD00002258,USER00002258,2024-08-06,2024-03-22,Books,68.25,3,Defective,Returned,-137.0,42,Male,City11,Debit Card,Express,47.28
ORD00002266,PROD00002266,USER00002266,2024-02-06,2023-06-19,Electronics,333.55,1,Not as described,Returned,-232.0,36,Male,City84,Credit Card,Express,22.89
ORD00002267,PROD00002267,USER00002267,2023-09-27,2023-04-02,Home,222.34,3,Changed mind,Returned,-178.0,43,Female,City12,Debit Card,Express,29.44
ORD00002270,PROD00002270,USER00002270,2024-09-16,2023-04-14,Home,200.62,5,Not as described,Returned,-521.0,34,Female,City6,Credit Card,Express,30.06
ORD00002271,PROD00002271,USER00002271,2023-06-27,2023-07-17,Clothing,351.51,2,Not as described,Returned,20.0,40,Female,City56,Debit Card,Next-Day,20.24
ORD00002273,PROD00002273,USER00002273,2024-03-23,2023-12-18,Books,381.57,2,Wrong item,Returned,-96.0,36,Female,City85,Debit Card,Next-Day,2.65
ORD00002274,PROD00002274,USER00002274,2024-10-05,2024-12-25,Electronics,232.1,3,Wrong item,Returned,81.0,30,Female,City48,Gift Card,Standard,13.85
ORD00002275,PROD00002275,USER00002275,2024-03-04,2024-01-15,Clothing,61.57,4,Changed mind,Returned,-49.0,35,Male,City72,Gift Card,Standard,20.39
ORD00002279,PROD00002279,USER00002279,2024-07-14,2023-06-13,Electronics,309.01,4,Changed mind,Returned,-397.0,49,Female,City75,PayPal,Standard,37.64
ORD00002282,PROD00002282,USER00002282,2024-02-05,2023-12-31,Books,102.0,3,Not as described,Returned,-36.0,69,Male,City74,Gift Card,Express,24.68
ORD00002285,PROD00002285,USER00002285,2023-06-06,2023-05-02,Clothing,99.75,1,Not as described,Returned,-35.0,49,Female,City75,Gift Card,Standard,6.92
ORD00002286,PROD00002286,USER00002286,2024-07-01,2023-11-03,Electronics,141.0,2,Changed mind,Returned,-241.0,51,Female,City63,Debit Card,Express,13.17
ORD00002287,PROD00002287,USER00002287,2024-07-16,2024-11-06,Clothing,496.48,1,Defective,Returned,113.0,31,Male,City46,Gift Card,Express,25.36
ORD00002288,PROD00002288,USER00002288,2023-04-09,2024-02-22,Home,173.32,4,Changed mind,Returned,319.0,69,Female,City3,Gift Card,Standard,33.52
ORD00002289,PROD00002289,USER00002289,2023-02-27,2023-12-09,Books,15.82,5,Not as described,Returned,285.0,39,Male,City32,Credit Card,Express,7.28
ORD00002290,PROD00002290,USER00002290,2024-06-10,2023-11-04,Clothing,302.76,1,Defective,Returned,-219.0,31,Male,City63,PayPal,Express,24.64
ORD00002291,PROD00002291,USER00002291,2023-05-06,2024-11-28,Home,434.39,2,Changed mind,Returned,572.0,63,Female,City28,PayPal,Next-Day,9.97
ORD00002297,PROD00002297,USER00002297,2023-11-11,2023-12-15,Books,472.67,2,Changed mind,Returned,34.0,29,Female,City4,Debit Card,Express,20.41
ORD00002299,PROD00002299,USER00002299,2024-06-17,2024-02-09,Books,238.52,2,Changed mind,Returned,-129.0,45,Male,City53,Credit Card,Standard,9.09
ORD00002300,PROD00002300,USER00002300,2023-12-22,2023-12-04,Electronics,176.4,1,Not as described,Returned,-18.0,56,Male,City74,PayPal,Express,20.95
ORD00002301,PROD00002301,USER00002301,2023-09-10,2024-07-06,Electronics,155.73,3,Wrong item,Returned,300.0,44,Female,City60,Debit Card,Express,46.2
ORD00002304,PROD00002304,USER00002304,2024-07-18,2023-02-11,Electronics,5.97,4,Defective,Returned,-523.0,26,Female,City14,Gift Card,Standard,0.06
ORD00002309,PROD00002309,USER00002309,2023-04-22,2023-04-27,Clothing,73.56,1,Defective,Returned,5.0,51,Female,City5,Debit Card,Next-Day,34.07
ORD00002310,PROD00002310,USER00002310,2024-12-20,2024-06-12,Toys,349.8,2,Not as described,Returned,-191.0,52,Female,City35,Debit Card,Express,38.61
ORD00002313,PROD00002313,USER00002313,2023-05-09,2024-09-27,Home,307.23,2,Defective,Returned,507.0,50,Female,City90,Gift Card,Standard,35.99
ORD00002314,PROD00002314,USER00002314,2024-09-06,2024-02-24,Books,446.43,2,Defective,Returned,-195.0,50,Male,City31,Credit Card,Express,14.8
ORD00002318,PROD00002318,USER00002318,2024-03-13,2023-09-23,Clothing,265.58,1,Not as described,Returned,-172.0,47,Male,City84,Debit Card,Standard,42.5
ORD00002320,PROD00002320,USER00002320,2024-09-08,2023-04-25,Electronics,382.88,4,Defective,Returned,-502.0,54,Male,City50,Debit Card,Standard,46.28
ORD00002321,PROD00002321,USER00002321,2024-11-10,2023-03-09,Electronics,144.58,4,Wrong item,Returned,-612.0,66,Male,City73,Debit Card,Next-Day,49.62
ORD00002324,PROD00002324,USER00002324,2023-09-26,2023-03-31,Books,414.45,1,Wrong item,Returned,-179.0,19,Female,City44,Debit Card,Next-Day,35.4
ORD00002326,PROD00002326,USER00002326,2024-10-04,2024-05-02,Electronics,302.94,5,Changed mind,Returned,-155.0,29,Female,City55,Gift Card,Next-Day,25.93
ORD00002327,PROD00002327,USER00002327,2024-09-02,2023-05-27,Electronics,102.92,2,Not as described,Returned,-464.0,45,Female,City43,Credit Card,Standard,27.9
ORD00002331,PROD00002331,USER00002331,2023-03-31,2024-07-18,Home,135.5,5,Wrong item,Returned,475.0,45,Female,City84,Credit Card,Express,32.16
ORD00002334,PROD00002334,USER00002334,2023-07-15,2024-09-26,Electronics,480.49,1,Defective,Returned,439.0,66,Female,City10,Credit Card,Express,18.76
ORD00002336,PROD00002336,USER00002336,2023-06-16,2023-04-24,Home,318.65,5,Changed mind,Returned,-53.0,23,Male,City9,Credit Card,Next-Day,1.79
ORD00002339,PROD00002339,USER00002339,2023-02-02,2024-09-25,Books,48.52,3,Defective,Returned,601.0,26,Male,City20,Gift Card,Standard,15.94
ORD00002341,PROD00002341,USER00002341,2023-04-01,2023-07-26,Books,215.35,1,Wrong item,Returned,116.0,66,Female,City57,Credit Card,Next-Day,43.56
ORD00002342,PROD00002342,USER00002342,2023-07-17,2024-06-17,Clothing,83.73,2,Changed mind,Returned,336.0,61,Male,City52,PayPal,Next-Day,23.05
ORD00002344,PROD00002344,USER00002344,2023-03-20,2023-12-01,Home,481.75,1,Not as described,Returned,256.0,22,Female,City94,Credit Card,Express,8.22
ORD00002346,PROD00002346,USER00002346,2024-07-12,2023-11-17,Clothing,112.56,5,Not as described,Returned,-238.0,57,Male,City72,Credit Card,Next-Day,26.19
ORD00002347,PROD00002347,USER00002347,2024-04-09,2024-05-15,Toys,446.58,5,Wrong item,Returned,36.0,35,Male,City13,PayPal,Next-Day,40.77
ORD00002348,PROD00002348,USER00002348,2023-01-27,2024-05-29,Toys,13.72,5,Wrong item,Returned,488.0,53,Male,City23,Credit Card,Next-Day,29.75
ORD00002349,PROD00002349,USER00002349,2023-05-28,2023-10-15,Clothing,436.57,5,Changed mind,Returned,140.0,37,Female,City62,Credit Card,Express,30.24
ORD00002350,PROD00002350,USER00002350,2024-02-01,2024-05-04,Home,239.43,4,Defective,Returned,93.0,70,Female,City12,Debit Card,Next-Day,20.62
ORD00002353,PROD00002353,USER00002353,2024-05-10,2023-02-19,Toys,92.56,4,Changed mind,Returned,-446.0,34,Female,City33,PayPal,Next-Day,29.42
ORD00002355,PROD00002355,USER00002355,2024-02-29,2023-08-25,Electronics,344.06,3,Wrong item,Returned,-188.0,19,Female,City92,Gift Card,Express,44.87
ORD00002358,PROD00002358,USER00002358,2024-02-07,2024-10-18,Toys,23.78,1,Not as described,Returned,254.0,26,Female,City53,Debit Card,Next-Day,18.43
ORD00002362,PROD00002362,USER00002362,2023-08-03,2024-09-07,Books,491.79,3,Changed mind,Returned,401.0,27,Male,City43,PayPal,Standard,30.11
ORD00002365,PROD00002365,USER00002365,2023-07-08,2023-08-13,Books,453.7,4,Defective,Returned,36.0,70,Female,City88,Debit Card,Standard,4.34
ORD00002368,PROD00002368,USER00002368,2024-01-27,2024-07-29,Electronics,430.72,3,Not as described,Returned,184.0,53,Female,City39,Gift Card,Express,22.52
ORD00002370,PROD00002370,USER00002370,2024-01-26,2024-08-20,Clothing,125.13,4,Wrong item,Returned,207.0,63,Female,City51,Debit Card,Express,28.15
ORD00002371,PROD00002371,USER00002371,2024-02-06,2024-09-10,Home,29.63,5,Changed mind,Returned,217.0,57,Female,City18,Credit Card,Express,45.12
ORD00002372,PROD00002372,USER00002372,2023-04-21,2024-03-03,Books,434.02,1,Wrong item,Returned,317.0,70,Female,City4,PayPal,Next-Day,49.21
ORD00002375,PROD00002375,USER00002375,2024-03-03,2023-02-06,Electronics,242.87,2,Changed mind,Returned,-391.0,33,Female,City82,Gift Card,Next-Day,21.04
ORD00002377,PROD00002377,USER00002377,2024-07-16,2023-06-06,Clothing,196.86,5,Not as described,Returned,-406.0,33,Male,City19,PayPal,Standard,38.11
ORD00002378,PROD00002378,USER00002378,2023-07-24,2024-10-27,Books,344.43,3,Defective,Returned,461.0,67,Male,City49,Debit Card,Express,45.85
ORD00002382,PROD00002382,USER00002382,2023-02-24,2024-02-01,Clothing,207.41,5,Defective,Returned,342.0,19,Male,City14,Credit Card,Express,41.67
ORD00002384,PROD00002384,USER00002384,2024-11-29,2024-09-05,Home,58.68,4,Wrong item,Returned,-85.0,70,Female,City79,PayPal,Next-Day,27.02
ORD00002386,PROD00002386,USER00002386,2023-08-21,2023-06-25,Clothing,175.69,5,Not as described,Returned,-57.0,47,Male,City13,Gift Card,Standard,9.63
ORD00002389,PROD00002389,USER00002389,2024-07-30,2024-03-26,Toys,401.2,4,Changed mind,Returned,-126.0,33,Female,City19,Debit Card,Next-Day,1.7
ORD00002390,PROD00002390,USER00002390,2023-07-12,2023-08-05,Clothing,444.08,2,Wrong item,Returned,24.0,20,Male,City33,Credit Card,Express,14.22
ORD00002392,PROD00002392,USER00002392,2023-08-31,2023-08-16,Home,153.49,4,Wrong item,Returned,-15.0,28,Male,City90,Gift Card,Next-Day,32.06
ORD00002393,PROD00002393,USER00002393,2023-01-25,2024-02-06,Home,460.87,2,Not as described,Returned,377.0,56,Male,City67,Debit Card,Express,38.62
ORD00002394,PROD00002394,USER00002394,2024-05-27,2023-12-05,Home,242.24,4,Changed mind,Returned,-174.0,61,Male,City31,Debit Card,Next-Day,39.22
ORD00002396,PROD00002396,USER00002396,2023-11-08,2024-01-01,Clothing,429.63,2,Defective,Returned,54.0,20,Female,City8,Credit Card,Standard,16.26
ORD00002397,PROD00002397,USER00002397,2023-04-16,2024-03-15,Books,88.96,1,Wrong item,Returned,334.0,24,Female,City18,Credit Card,Standard,42.45
ORD00002407,PROD00002407,USER00002407,2024-09-01,2023-11-04,Electronics,311.89,4,Changed mind,Returned,-302.0,48,Male,City24,Gift Card,Express,27.41
ORD00002411,PROD00002411,USER00002411,2024-08-06,2023-07-30,Clothing,374.65,5,Changed mind,Returned,-373.0,32,Female,City62,Debit Card,Next-Day,17.22
ORD00002415,PROD00002415,USER00002415,2023-12-01,2024-10-26,Clothing,203.61,3,Defective,Returned,330.0,64,Male,City37,Credit Card,Next-Day,13.47
ORD00002416,PROD00002416,USER00002416,2023-12-17,2024-04-14,Toys,314.82,3,Defective,Returned,119.0,29,Female,City51,Credit Card,Express,37.38
ORD00002422,PROD00002422,USER00002422,2024-08-25,2023-05-05,Electronics,184.78,5,Wrong item,Returned,-478.0,69,Male,City19,Gift Card,Next-Day,41.51
ORD00002425,PROD00002425,USER00002425,2024-04-23,2023-02-09,Electronics,222.16,1,Changed mind,Returned,-439.0,68,Male,City51,Gift Card,Next-Day,20.42
ORD00002426,PROD00002426,USER00002426,2023-05-08,2023-10-06,Clothing,204.99,4,Not as described,Returned,151.0,62,Female,City80,Debit Card,Express,6.29
ORD00002428,PROD00002428,USER00002428,2024-06-08,2023-01-04,Clothing,245.46,5,Wrong item,Returned,-521.0,53,Female,City98,Credit Card,Express,34.25
ORD00002429,PROD00002429,USER00002429,2024-08-24,2024-07-22,Home,74.03,4,Not as described,Returned,-33.0,56,Female,City57,Gift Card,Next-Day,38.67
ORD00002430,PROD00002430,USER00002430,2024-08-19,2024-04-07,Electronics,164.82,3,Defective,Returned,-134.0,21,Female,City13,PayPal,Standard,20.04
ORD00002432,PROD00002432,USER00002432,2023-01-26,2024-03-07,Home,195.6,1,Wrong item,Returned,406.0,31,Male,City40,Credit Card,Next-Day,34.84
ORD00002434,PROD00002434,USER00002434,2023-02-09,2023-01-23,Books,391.9,4,Defective,Returned,-17.0,48,Male,City36,Debit Card,Standard,28.06
ORD00002437,PROD00002437,USER00002437,2023-11-25,2023-10-13,Electronics,433.22,1,Defective,Returned,-43.0,43,Male,City78,PayPal,Express,36.31
ORD00002438,PROD00002438,USER00002438,2023-04-22,2023-11-03,Books,429.65,3,Not as described,Returned,195.0,23,Female,City51,Credit Card,Express,34.81
ORD00002439,PROD00002439,USER00002439,2024-10-16,2023-07-14,Electronics,55.58,3,Defective,Returned,-460.0,54,Female,City6,Gift Card,Next-Day,5.48
ORD00002440,PROD00002440,USER00002440,2024-02-20,2024-11-04,Electronics,268.93,1,Changed mind,Returned,258.0,58,Female,City62,Debit Card,Standard,6.4
ORD00002444,PROD00002444,USER00002444,2023-01-19,2024-12-26,Electronics,151.15,3,Defective,Returned,707.0,35,Male,City73,Gift Card,Standard,9.36
ORD00002445,PROD00002445,USER00002445,2023-12-28,2024-04-06,Clothing,29.68,3,Not as described,Returned,100.0,33,Female,City51,Gift Card,Next-Day,42.7
ORD00002449,PROD00002449,USER00002449,2023-09-21,2024-07-02,Books,453.4,5,Changed mind,Returned,285.0,45,Female,City18,Debit Card,Standard,1.57
ORD00002451,PROD00002451,USER00002451,2023-10-05,2023-05-18,Home,400.55,3,Wrong item,Returned,-140.0,40,Female,City36,PayPal,Standard,27.61
ORD00002454,PROD00002454,USER00002454,2024-12-07,2023-05-30,Home,324.84,5,Wrong item,Returned,-557.0,62,Female,City62,Credit Card,Express,48.95
ORD00002456,PROD00002456,USER00002456,2024-05-04,2023-09-16,Electronics,162.75,1,Not as described,Returned,-231.0,54,Male,City8,Credit Card,Next-Day,21.39
ORD00002459,PROD00002459,USER00002459,2023-10-08,2023-10-30,Clothing,162.82,1,Wrong item,Returned,22.0,43,Female,City38,Gift Card,Next-Day,9.21
ORD00002460,PROD00002460,USER00002460,2024-08-04,2024-10-06,Home,101.42,5,Changed mind,Returned,63.0,33,Female,City69,PayPal,Next-Day,40.26
ORD00002461,PROD00002461,USER00002461,2023-04-04,2024-04-07,Home,149.04,2,Changed mind,Returned,369.0,19,Female,City21,PayPal,Express,14.87
ORD00002462,PROD00002462,USER00002462,2023-02-19,2024-04-06,Electronics,280.6,2,Not as described,Returned,412.0,59,Female,City86,PayPal,Standard,18.69
ORD00002463,PROD00002463,USER00002463,2024-02-07,2024-10-21,Home,44.98,3,Not as described,Returned,257.0,44,Male,City95,PayPal,Express,5.14
ORD00002464,PROD00002464,USER00002464,2024-05-16,2024-08-20,Electronics,269.16,3,Changed mind,Returned,96.0,45,Female,City24,Gift Card,Express,32.86
ORD00002466,PROD00002466,USER00002466,2023-11-16,2023-04-15,Books,203.26,3,Wrong item,Returned,-215.0,48,Male,City19,PayPal,Standard,45.75
ORD00002467,PROD00002467,USER00002467,2024-02-24,2024-05-17,Home,380.82,4,Defective,Returned,83.0,44,Female,City90,Gift Card,Standard,30.29
ORD00002469,PROD00002469,USER00002469,2023-05-23,2023-05-16,Home,276.07,2,Defective,Returned,-7.0,69,Male,City9,Debit Card,Next-Day,3.65
ORD00002470,PROD00002470,USER00002470,2023-10-04,2024-06-11,Electronics,237.27,5,Wrong item,Returned,251.0,37,Female,City68,PayPal,Standard,24.43
ORD00002472,PROD00002472,USER00002472,2024-08-26,2024-01-12,Toys,490.2,5,Wrong item,Returned,-227.0,51,Male,City8,Gift Card,Express,45.09
ORD00002473,PROD00002473,USER00002473,2023-09-05,2023-01-22,Books,447.9,2,Changed mind,Returned,-226.0,47,Male,City95,Gift Card,Standard,25.49
ORD00002474,PROD00002474,USER00002474,2023-12-30,2023-05-01,Home,353.32,2,Defective,Returned,-243.0,59,Female,City83,Debit Card,Standard,28.1
ORD00002475,PROD00002475,USER00002475,2023-08-25,2024-07-16,Books,268.04,1,Defective,Returned,326.0,47,Female,City76,Debit Card,Next-Day,23.59
ORD00002477,PROD00002477,USER00002477,2024-08-25,2023-07-10,Books,244.01,2,Defective,Returned,-412.0,18,Female,City100,Gift Card,Next-Day,4.03
ORD00002479,PROD00002479,USER00002479,2024-12-17,2024-10-27,Electronics,54.86,3,Wrong item,Returned,-51.0,39,Female,City35,PayPal,Standard,40.04
ORD00002480,PROD00002480,USER00002480,2023-03-12,2023-04-12,Clothing,482.59,5,Wrong item,Returned,31.0,58,Female,City26,Gift Card,Next-Day,32.62
ORD00002481,PROD00002481,USER00002481,2023-09-25,2024-01-09,Clothing,335.92,5,Defective,Returned,106.0,19,Male,City100,Debit Card,Next-Day,40.47
ORD00002484,PROD00002484,USER00002484,2024-11-23,2023-12-03,Home,61.66,4,Defective,Returned,-356.0,45,Female,City9,PayPal,Next-Day,45.23
ORD00002486,PROD00002486,USER00002486,2023-01-30,2023-01-02,Toys,253.19,5,Not as described,Returned,-28.0,45,Female,City7,Credit Card,Standard,9.06
ORD00002488,PROD00002488,USER00002488,2024-11-23,2023-11-16,Books,311.51,1,Wrong item,Returned,-373.0,54,Male,City80,Gift Card,Next-Day,4.61
ORD00002489,PROD00002489,USER00002489,2023-11-13,2024-08-01,Toys,155.48,3,Not as described,Returned,262.0,37,Female,City9,Gift Card,Standard,18.91
ORD00002490,PROD00002490,USER00002490,2024-02-18,2023-04-07,Electronics,105.12,1,Not as described,Returned,-317.0,37,Female,City34,Debit Card,Express,28.84
ORD00002491,PROD00002491,USER00002491,2024-09-15,2023-10-09,Books,16.58,3,Changed mind,Returned,-342.0,50,Male,City14,Credit Card,Next-Day,5.96
ORD00002493,PROD00002493,USER00002493,2023-06-10,2023-05-14,Books,398.86,5,Defective,Returned,-27.0,23,Male,City90,Credit Card,Next-Day,28.59
ORD00002494,PROD00002494,USER00002494,2023-06-01,2023-03-28,Books,277.3,5,Not as described,Returned,-65.0,28,Female,City10,PayPal,Express,14.98
ORD00002495,PROD00002495,USER00002495,2023-10-09,2023-09-23,Books,465.4,2,Changed mind,Returned,-16.0,40,Male,City13,Debit Card,Express,38.47
ORD00002497,PROD00002497,USER00002497,2023-08-27,2023-01-23,Clothing,115.85,3,Changed mind,Returned,-216.0,51,Male,City98,PayPal,Express,34.62
ORD00002500,PROD00002500,USER00002500,2023-06-18,2024-12-26,Books,220.67,3,Not as described,Returned,557.0,18,Female,City7,Credit Card,Standard,46.62
ORD00002504,PROD00002504,USER00002504,2024-05-10,2023-03-10,Electronics,287.68,1,Defective,Returned,-427.0,48,Female,City85,Gift Card,Next-Day,27.24
ORD00002506,PROD00002506,USER00002506,2023-07-27,2024-07-13,Clothing,130.85,5,Not as described,Returned,352.0,68,Male,City78,Credit Card,Next-Day,45.09
ORD00002509,PROD00002509,USER00002509,2023-09-04,2024-06-10,Books,100.81,2,Wrong item,Returned,280.0,53,Male,City28,Credit Card,Next-Day,35.16
ORD00002510,PROD00002510,USER00002510,2023-12-11,2023-05-19,Toys,309.83,3,Defective,Returned,-206.0,34,Female,City84,Debit Card,Next-Day,7.11
ORD00002511,PROD00002511,USER00002511,2023-10-26,2024-01-23,Home,385.06,4,Changed mind,Returned,89.0,62,Female,City13,Debit Card,Standard,45.49
ORD00002513,PROD00002513,USER00002513,2024-06-10,2024-03-23,Toys,224.42,2,Not as described,Returned,-79.0,56,Female,City51,Gift Card,Standard,49.01
ORD00002515,PROD00002515,USER00002515,2024-01-02,2023-05-07,Clothing,62.63,3,Not as described,Returned,-240.0,51,Male,City31,Gift Card,Express,36.35
ORD00002517,PROD00002517,USER00002517,2023-05-02,2024-08-21,Clothing,312.33,5,Not as described,Returned,477.0,65,Male,City23,Gift Card,Next-Day,47.97
ORD00002518,PROD00002518,USER00002518,2024-12-17,2023-07-16,Home,200.26,4,Defective,Returned,-520.0,59,Male,City40,Credit Card,Express,0.69
ORD00002519,PROD00002519,USER00002519,2023-02-11,2024-06-11,Books,208.36,5,Wrong item,Returned,486.0,20,Female,City6,Debit Card,Standard,4.25
ORD00002524,PROD00002524,USER00002524,2024-10-26,2024-01-09,Clothing,254.09,5,Changed mind,Returned,-291.0,24,Female,City44,Debit Card,Express,39.77
ORD00002526,PROD00002526,USER00002526,2024-10-02,2024-11-25,Clothing,206.86,5,Not as described,Returned,54.0,47,Female,City76,Credit Card,Next-Day,18.67
ORD00002528,PROD00002528,USER00002528,2024-01-29,2023-10-29,Home,479.03,5,Not as described,Returned,-92.0,22,Male,City48,Credit Card,Standard,28.11
ORD00002530,PROD00002530,USER00002530,2023-10-23,2024-07-03,Clothing,123.09,4,Not as described,Returned,254.0,40,Male,City76,Credit Card,Next-Day,1.13
ORD00002531,PROD00002531,USER00002531,2024-07-08,2024-12-17,Toys,266.6,4,Changed mind,Returned,162.0,61,Female,City50,PayPal,Next-Day,23.42
ORD00002534,PROD00002534,USER00002534,2024-02-03,2023-04-13,Electronics,499.38,5,Not as described,Returned,-296.0,37,Male,City72,Debit Card,Standard,4.69
ORD00002535,PROD00002535,USER00002535,2023-09-15,2023-11-30,Clothing,130.61,2,Wrong item,Returned,76.0,34,Female,City98,PayPal,Next-Day,3.14
ORD00002537,PROD00002537,USER00002537,2024-05-11,2023-01-07,Clothing,429.59,3,Not as described,Returned,-490.0,38,Female,City35,Debit Card,Next-Day,31.03
ORD00002538,PROD00002538,USER00002538,2023-07-16,2024-12-24,Electronics,480.79,3,Changed mind,Returned,527.0,61,Male,City81,Gift Card,Next-Day,45.98
ORD00002543,PROD00002543,USER00002543,2024-03-24,2023-03-06,Electronics,348.2,2,Defective,Returned,-384.0,23,Male,City8,Gift Card,Standard,43.72
ORD00002545,PROD00002545,USER00002545,2024-03-30,2023-09-20,Clothing,202.94,4,Changed mind,Returned,-192.0,70,Female,City24,Debit Card,Next-Day,18.24
ORD00002546,PROD00002546,USER00002546,2023-02-17,2024-03-13,Electronics,34.66,5,Wrong item,Returned,390.0,49,Male,City56,Gift Card,Next-Day,22.51
ORD00002547,PROD00002547,USER00002547,2024-01-18,2024-12-05,Electronics,197.23,3,Wrong item,Returned,322.0,69,Male,City58,Credit Card,Standard,37.12
ORD00002548,PROD00002548,USER00002548,2024-10-28,2024-06-23,Clothing,481.9,2,Changed mind,Returned,-127.0,21,Female,City84,Debit Card,Standard,38.52
ORD00002549,PROD00002549,USER00002549,2023-08-08,2023-03-19,Clothing,472.48,1,Wrong item,Returned,-142.0,31,Male,City21,Debit Card,Standard,40.06
ORD00002550,PROD00002550,USER00002550,2024-05-14,2024-02-02,Electronics,169.71,1,Changed mind,Returned,-102.0,47,Female,City65,Debit Card,Express,6.73
ORD00002551,PROD00002551,USER00002551,2024-07-20,2024-05-04,Books,16.96,3,Defective,Returned,-77.0,32,Male,City73,Debit Card,Next-Day,32.35
ORD00002553,PROD00002553,USER00002553,2023-01-26,2023-05-01,Toys,309.33,4,Wrong item,Returned,95.0,60,Male,City67,Gift Card,Next-Day,43.52
ORD00002554,PROD00002554,USER00002554,2024-10-22,2023-09-05,Home,182.99,5,Changed mind,Returned,-413.0,53,Female,City63,Debit Card,Next-Day,31.91
ORD00002555,PROD00002555,USER00002555,2023-08-13,2024-01-02,Toys,21.32,1,Not as described,Returned,142.0,50,Male,City40,PayPal,Standard,6.79
ORD00002557,PROD00002557,USER00002557,2023-04-07,2024-01-25,Home,348.47,3,Not as described,Returned,293.0,70,Male,City98,Gift Card,Next-Day,46.88
ORD00002558,PROD00002558,USER00002558,2024-08-04,2023-06-04,Toys,225.0,1,Changed mind,Returned,-427.0,67,Female,City14,Gift Card,Express,43.77
ORD00002562,PROD00002562,USER00002562,2023-02-13,2023-07-17,Books,206.47,2,Changed mind,Returned,154.0,51,Female,City90,Debit Card,Standard,5.84
ORD00002563,PROD00002563,USER00002563,2024-04-29,2024-02-08,Books,289.38,3,Not as described,Returned,-81.0,69,Female,City79,Debit Card,Express,40.88
ORD00002566,PROD00002566,USER00002566,2023-11-17,2024-10-19,Electronics,81.4,4,Defective,Returned,337.0,52,Female,City84,Debit Card,Standard,40.23
ORD00002567,PROD00002567,USER00002567,2024-02-05,2023-06-13,Electronics,447.27,4,Changed mind,Returned,-237.0,67,Male,City87,Debit Card,Next-Day,34.69
ORD00002569,PROD00002569,USER00002569,2024-07-01,2023-04-07,Books,8.63,4,Defective,Returned,-451.0,45,Male,City29,Credit Card,Standard,49.29
ORD00002570,PROD00002570,USER00002570,2024-11-19,2023-09-09,Toys,337.57,2,Wrong item,Returned,-437.0,30,Male,City67,Debit Card,Next-Day,47.64
ORD00002571,PROD00002571,USER00002571,2023-12-07,2024-05-01,Clothing,411.86,2,Not as described,Returned,146.0,63,Female,City49,Debit Card,Express,27.25
ORD00002577,PROD00002577,USER00002577,2023-12-14,2024-01-17,Electronics,420.95,4,Wrong item,Returned,34.0,68,Male,City12,Debit Card,Standard,48.6
